,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
80411,003-2019-2020-Q2-00011,Hansen Liu,Montreal|Montréal,"Class Grant and Contribution Program to Support Research, Awareness and Learning in Space Science and Technology - Learning","This program supports knowledge development and innovation in the CSA's priority areas while increasing the awareness and participation of Canadians in space-related disciplines and activities.<br/> 
The Awareness and Learning Component aims to provide learning opportunities to Canadian students in various space-related disciplines; to support the operations of organizations dedicated to space research and education; and to increase awareness of Canadian space science and technology among Canadian students and their participation in related activities.","IAC19 - Liu, Hansen",19IACLIU,3300,8/12/19,11/29/19,"Student’s participation in the conference “International Astronautical Congress (IAC 2019)”, world premier global space event of the International Astronautical Federation's (IAF), and in the activities organized by the 'International Space Education Board' (ISEB) held in Washington D.C., É.-U. For students, it is an opportunity to learn more about the future of the great space adventure, to develop their international network and to present their research at the highest professional level.","-Increased knowledge and skills in space-related disciplines among target audience, ex. International conferences (number and type of learning events attended)<br/>
-Target audience reached through learning activities and materials related to science and technology (number of persons reached by audience segments)","This grant is awarded under the Science, Technology and Expertise Development in Academia (STEDiA) initiative of the Space Capacity Development Program (SCDP).",Canadian Space Agency | Agence spatiale canadienne
80412,003-2019-2020-Q2-00012,Aaron Rosenstein,Kingston|Kingston,"Class Grant and Contribution Program to Support Research, Awareness and Learning in Space Science and Technology - Learning","This program supports knowledge development and innovation in the CSA's priority areas while increasing the awareness and participation of Canadians in space-related disciplines and activities.<br/> 
The Awareness and Learning Component aims to provide learning opportunities to Canadian students in various space-related disciplines; to support the operations of organizations dedicated to space research and education; and to increase awareness of Canadian space science and technology among Canadian students and their participation in related activities.","IAC20 - Rosenstein, Aaron",19IACROSEN,3200,9/5/19,11/29/19,"Student’s participation in the conference “International Astronautical Congress (IAC 2019)”, world premier global space event of the International Astronautical Federation's (IAF), and in the activities organized by the 'International Space Education Board' (ISEB) held in Washington D.C., É.-U. For students, it is an opportunity to learn more about the future of the great space adventure, to develop their international network and to present their research at the highest professional level.","-Increased knowledge and skills in space-related disciplines among target audience, ex. International conferences (number and type of learning events attended)<br/>
-Target audience reached through learning activities and materials related to science and technology (number of persons reached by audience segments)","This grant is awarded under the Science, Technology and Expertise Development in Academia (STEDiA) initiative of the Space Capacity Development Program (SCDP).",Canadian Space Agency | Agence spatiale canadienne
80413,003-2019-2020-Q2-00013,Rachel Stubits,Toronto|Toronto,"Class Grant and Contribution Program to Support Research, Awareness and Learning in Space Science and Technology - Learning","This program supports knowledge development and innovation in the CSA's priority areas while increasing the awareness and participation of Canadians in space-related disciplines and activities.<br/> 
The Awareness and Learning Component aims to provide learning opportunities to Canadian students in various space-related disciplines; to support the operations of organizations dedicated to space research and education; and to increase awareness of Canadian space science and technology among Canadian students and their participation in related activities.","IAC21 - Stubits, Rachel",19IACSTUBI,1000,8/7/19,11/29/19,"Student’s participation in the conference “International Astronautical Congress (IAC 2019)”, world premier global space event of the International Astronautical Federation's (IAF), and in the activities organized by the 'International Space Education Board' (ISEB) held in Washington D.C., É.-U. For students, it is an opportunity to learn more about the future of the great space adventure, to develop their international network and to present their research at the highest professional level.","-Increased knowledge and skills in space-related disciplines among target audience, ex. International conferences (number and type of learning events attended)<br/>
-Target audience reached through learning activities and materials related to science and technology (number of persons reached by audience segments)","This grant is awarded under the Science, Technology and Expertise Development in Academia (STEDiA) initiative of the Space Capacity Development Program (SCDP).",Canadian Space Agency | Agence spatiale canadienne
80424,003-2019-2020-Q2-00001,Kelsey Doerksen,London|London,"Class Grant and Contribution Program to Support Research, Awareness and Learning in Space Science and Technology - Learning","This program supports knowledge development and innovation in the CSA's priority areas while increasing the awareness and participation of Canadians in space-related disciplines and activities.<br/> 
The Awareness and Learning Component aims to provide learning opportunities to Canadian students in various space-related disciplines; to support the operations of organizations dedicated to space research and education; and to increase awareness of Canadian space science and technology among Canadian students and their participation in related activities.","IAC01 - Doerksen, Kelsey",19IACDOERK,3200,8/7/19,11/29/19,"Student’s participation in the conference “International Astronautical Congress (IAC 2019)”, world premier global space event of the International Astronautical Federation's (IAF), and in the activities organized by the 'International Space Education Board' (ISEB) held in Washington D.C., É.-U. For students, it is an opportunity to learn more about the future of the great space adventure, to develop their international network and to present their research at the highest professional level.","-Increased knowledge and skills in space-related disciplines among target audience, ex. International conferences (number and type of learning events attended)<br/>
-Target audience reached through learning activities and materials related to science and technology (number of persons reached by audience segments)","This grant is awarded under the Science, Technology and Expertise Development in Academia (STEDiA) initiative of the Space Capacity Development Program (SCDP).",Canadian Space Agency | Agence spatiale canadienne
80356,003-2018-2019-Q4-00001,European Space Agency |Agence Spatiale Européenne,Paris|Paris,Contributions under the Canada/European Space Agency (ESA) Cooperation Agreement,"The main objectives of the Program are to:
- Foster innovation and competitiveness by exposing Canadian space organisations to ESA’s Programs and activities dedicated to developing space technologies, applications and hardware;
- Maintain or increase the capability of the domestic space sector to successfully contribute to Canadian space endeavours by providing access to ESA’s space flight opportunities in order to demonstrate and qualify Canadian space technologies and hardware;
- Facilitate access to European public space markets as well as global space public and private markets, when applicable; and
- Acquire and maintain awareness of the directions of European space policies and of the European space technological, scientific, programmatic and commercial environments to feed the CSA’s strategic planning process. 

In addition, Canadian participation in ESA programmes may:
- Facilitate the participation of Canadian scientists in ESA missions; and
- Facilitate access to ESA’s data and/or infrastructure to academia and government departments/agencies.","Arrangement between ESA and the Government of Canada concerning the participation by the Government of Canada in the Advanced Research in Telecommunications Systems ""ARTES"" programme",,564733,4/1/12,12/31/19,The ARTES Program is an optional program of the European Space Agency. The ARTES Program activities are aimed at supporting the Research and Development (R&D) efforts of the European and Canadian industry in the area of Satellite Communications.,"Opportunities to advance science and technology (canadian industrial return coefficient).
Canadian space sector competitiveness is increased (number of technologies or components developed by Canadian industry which have been space qualified and/or have acquired flight heritage through Canada's participation in ESA programs).","The total value of the contribution is 350 000 Euros (2016 Economic Conditions), with an estimated exchange rate of $1.45 /1 Euro and estimated inflation rate of 2.0%.

This commitment was made in the  context of the Canada/ESA cooperation agreement  ending on 2019-12-31, however the payments related to this commitment will be made on a period that goes beyond this agreement.

Collaborators and partners: Several European countries",Canadian Space Agency | Agence spatiale canadienne
80377,003-2018-2019-Q4-00002,European Space Agency |Agence Spatiale Européenne,Paris|Paris,Contributions under the Canada/European Space Agency (ESA) Cooperation Agreement,"The main objectives of the Program are to:
- Foster innovation and competitiveness by exposing Canadian space organisations to ESA’s Programs and activities dedicated to developing space technologies, applications and hardware;
- Maintain or increase the capability of the domestic space sector to successfully contribute to Canadian space endeavours by providing access to ESA’s space flight opportunities in order to demonstrate and qualify Canadian space technologies and hardware;
- Facilitate access to European public space markets as well as global space public and private markets, when applicable; and
- Acquire and maintain awareness of the directions of European space policies and of the European space technological, scientific, programmatic and commercial environments to feed the CSA’s strategic planning process. 

In addition, Canadian participation in ESA programmes may:
- Facilitate the participation of Canadian scientists in ESA missions; and
- Facilitate access to ESA’s data and/or infrastructure to academia and government departments/agencies.",Canada's annual assessed contribution to the European Space Agency's (ESA) Basic Activities for the year 2019.,,10087570.49,1/2/19,12/31/19,Canada's annual assessed contribution to the European Space Agency's (ESA) Basic Activities for the calendar year 2019.,"Opportunities to advance science and technology (canadian industrial return coefficient).
Canadian space sector competitiveness is increased (number of technologies or components developed by Canadian industry which have been space qualified and/or have acquired flight heritage through Canada's participation in ESA programs).","The estimated exchange rate  used is  $1.51/1 Euro. Payment will be made in 3 installments according to a pre-set calendar; that is 40% in January, 40% in June and 20% in October.",Canadian Space Agency | Agence spatiale canadienne
80308,003-2018-2019-Q1-03880,Saint Mary's University|Université de Saint Mary,Halifax|Halifax,,,,,25000,5/14/18,,The objectives of this grant is to allow participation of a Canadian scientist to the JAXA XRISM science team.,,,Canadian Space Agency | Agence spatiale canadienne
80309,003-2018-2019-Q1-03923,Canadensys Aerospace Corporation|Canadensys Aerospace Corporation,Caledon|Caledon,,,,,1999605,4/17/18,,"Micro and nano-class missions are expected to play an increasingly important role in future space exploration as they offer quick and inexpensive ways to supplement and augment larger international and commercial missions. Despite their small size and budget, they must still be able to provide meaningful exploration capabilities in terms of payload capacity, mobility, survivability, communications with Earth, etc. 

Canadensys aims to develop nano-class multi-mission platform technology in support of future lunar and planetary surface exploration, with a small mobile system as a driving case. Structural, thermal and mechatronics elements of a small rover that can deliver meaningful surface capabilities in a nano-class package, while supporting a range of different functions and payloads over the course of multiple lunar or Martian day/night cycles, are the focus of this development.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80310,003-2018-2019-Q1-03940,ASL Environmental Sciences Inc|ASL Environmental Sciences Inc,Victoria|Victoria,,,,,150000,5/2/18,,"Automated Land Cover Toolbox (ALTbox):
This project will create software tools that will automate and expedite the processing and analysis of multi-sensor datasets, acquired from RADARSAT-2 and several optical Earth Observation sensors, for land cover mapping and change detection. The need for broad scale mapping and monitoring has been recognized by Canadian government departments such as Fisheries & Oceans for coastal areas, and Environment and Climate Change Canada and Natural Resources Canada for the Arctic. These needs can be well met in a cost-effective manner using earth observation (EO) and can be best achieved using a combination of Synthetic Aperture RADAR and optical EO.",,,Canadian Space Agency | Agence spatiale canadienne
80311,003-2018-2019-Q1-03800,Complex System Inc.|Complex System Inc.,Calgary|Calgary,,,,,149997,5/2/18,,"Title: Urban Monitoring Change Detection for Multi-sensor Satellite
Imagery. 

This project aims to deliver a change detection framework using RADARSAT-2 SAR and EO imagery with applications to urban monitoring. Change detection is particularly important in urban environments because of its potential to assess disasters, urban planning, land management, affecting millions of people. An annual database of changes pertaining to the city of Calgary will be explored to map the city's development trajectory and assess the impact of development efforts. Object-based, post-classification change detection methods will be developed for EO, SAR urban monitoring. Deep learning is proposed for enhanced object recognition and fusion of multi-sensor imagery.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80312,003-2018-2019-Q1-03920,University of Prince Edward Island|Université de l'Île-du-Prince-Édouard,Charlottetown|Charlottetown,,,,,200000,4/12/18,,"SpudNik-1 will develop and test an imaging system for precision agriculture. The system will be able to capture precise soil and crop data (texture, topography, moisture content, weed and disease infestations, crop damage, etc.) as well as verify the effectiveness of herbicide and fungicide applications, monitor physical damage due to insects, inundation, wind and hail, and schedule an irrigation plan. The goal is to develop better monitoring systems to promote greater sustainability. 

The University of Prince Edward Island will be collaborating with the Memorial University of Newfoundland and Labrador, Skolkovo Institute of Science and Technology in Russia as well as the Newfoundland based company C-CORE.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80313,003-2018-2019-Q1-03921,University of Saskatchewan|Université de la Saskatchewan,Saskatoon|Saskatoon,,,,,200000,4/12/18,,"IDRSat aims to study how materials degrade in space by looking at how useful construction materials are affected by extreme temperatures, radiation, and space debris in low Earth orbit, and by studying material changes in colour, texture, brittleness, and electrical conductivity. The results of the study could lead to more cost-efficient solutions for the space sector. 

The satellite will be completed in collaboration with Saskatchewan Polytechnic, University of Alberta, SED Systems and Innocorps Research Corporation.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80314,003-2018-2019-Q1-03922,University of Sherbrooke|Université de Sherbrooke,Sherbrooke|Sherbrooke,,,,,200000,4/12/18,,"Quantum sensors use the unique and often strange behavior of matter at very small distances to perform ultra-sensitive and robust measurements. The UdeSat project will conduct one of the first demonstrations of a quantum sensor in space. This quantum sensor will use nitrogen-vacancy defects in a tiny piece of diamond to measure the intensity and orientation of the magnetic field in space. Such measurements are useful to study the effect of solar storms on radio communication, GPS or electrical grids, or the flow of magma under Earth's crust, for instance. Quantum technologies, such as this magnetometer, will lead to smaller, more energy efficient, and more sensitive sensors for space application

The CubeSat will be developed in collaboration with the École nationale d'aéronautique in Quebec.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80315,003-2018-2019-Q1-03881,University of Waterloo|Université de Waterloo,Waterloo|Waterloo,,,,,275000,5/14/18,,The objectives of this project is to measure the transmission of X-rays through the optical blocking filters that will be placed at the entrance aperture of the Resolve micro-calorimeter spectrometer on XRISM.,,,Canadian Space Agency | Agence spatiale canadienne
80316,003-2018-2019-Q1-03960,Western University|Université Western,London|London,,,,,150000,5/28/18,,"This project will develop new algorithms for estimating crop biophysical variables using RADARSAT-2 quad-pol data, combined with data from optical satellite Venµs and an unmanned aerial vehicle (UAV)",,,Canadian Space Agency | Agence spatiale canadienne
80317,003-2018-2019-Q1-03961,"Institut national de recherche scientifique, Centre Eau Terre Environn|Institut national de recherche scientifique, Centre Eau Terre Environn",Quebec|Québec,,,,,149435,5/28/18,,This project aims to develop a dynamic assimilation approach of RADARSAT-2 data acquired at various growth stages of corn crop into the STICS growth model. This is meant to improve yield predictions at the local and regional scales.,,,Canadian Space Agency | Agence spatiale canadienne
80318,003-2018-2019-Q1-03962,University of Guelph|Université de Guelph,Guelph|Guelph,,,,,51600,5/23/18,,The proposed research will build a tool for accurate estimation of soil moisture at the agricultural field scale. It will use RADARSAT-2 data with detailed soil and weather information to downscale satellite derived estimates of soil moisture obtained at relatively coarse spatial scales to the resolution of farm fields.,,,Canadian Space Agency | Agence spatiale canadienne
80319,003-2018-2019-Q2-04040,University of Waterloo|Université de Waterloo,Waterloo|Waterloo,,,,,400000,8/13/18,,"This project aims to fully develop a technology to monitor cardiovascular health of astronauts with zero-effort. Coded Hemodynamic Imaging is a novel, non-contact method of tracking measures of human health and well-being by pairing machine learning algorithms with wide-field imaging by a camera system capable of processing light from the visible and near infrared spectra. In addition to facilitating future space exploration, this technology has potential applications to a wide range of human health conditions on Earth which could benefit from zero-effort, continuous monitoring of cardiovascular health.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80320,003-2018-2019-Q2-04000,Saint Mary's University|Université Saint Mary's,Halifax|Halifax,,,,,500000,8/17/18,,The objective of this grant is to support the science team in charge of a JWST (James Webb Space Telescope) Guaranteed Time Observation program aimed at studying massive clusters of galaxies.,,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80321,003-2018-2019-Q2-04041,University of New-Brunswick|Université du Nouveau-Brunswick,Fredericton|Fredericton,,,,,198000,8/13/18,,"Global navigation satellite systems (GNSS) support a wide range of civilian and military applications and have become indispensable in precise positioning and time keeping. As our society depends increasingly on space technologies, and as our environment affects our daily life more than ever before, solar-terrestrial interactions and their impact on the geo-space environment have become increasingly relevant to Canada's economy and society. Understanding these interactions will enable us to predict and forecast space weather and subsequently mitigate detrimental effects on communication and navigation technologies and other infrastructure.

This project aims to develop a GNSS scintillation forecasting capability for high latitudes and ultimately provide alerts and warnings to clients and the general public, when and where GNSS availability or position accuracy may be significantly compromised due to space weather events.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
80322,003-2018-2019-Q2-04042,Royal Institution for the Advancement of Learning/McGill University|Institution royale pour l'avancement des sciences/Université McGill,Montreal|Montréal,,,,,397507,8/22/18,,"The PREWAVES-Patterns project aims to develop and test new space metal fuel instruments, and validate those instruments in low-gravity parabolic flights. This project will ensure that the Canadian team can take part in the sounding rocket launch during the TEXUS 56/57 missions, as well as well as support the development of metal fuels as a zero-carbon energy solution consistent with a future low-carbon society.",,The amount allocated covers more than one fiscal year.,Canadian Space Agency | Agence spatiale canadienne
