,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
194485,GC-2019-Q1-00060,National Pasta Corp.,Cambridge,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",812785,812785,1170083,6/12/18,12/31/20,"The project is to adopt of new equipment, make leasehold improvements, sales and marketing, and project management and training.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194480,GC-2019-Q1-00055,LC Bakery Equipment Services Ltd,Brantford,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814681,814681,1455000,3/15/19,12/31/20,"The project is to implement an automated processing line to increase productivity, cost-competitiveness, and capacity, moving from traditional, labour heavy practices to digitized and robotic systems.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194479,GC-2019-Q1-00054,Laval Tool & Mould Ltd,Maidstone,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",512226,512226,1207094,6/12/18,6/30/21,The project is to invest in advanced manufacturing equipment and leasehold improvements that would enable the company to mimic a Tier 1 supplier.,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194456,GC-2019-Q1-00031,Dejero Labs Inc.,Waterloo,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814613,814613,5000000,2/15/19,3/31/22,"The project is to expand their Waterloo facilities, commercialize new mobile connectivity software technology and enter new export markets.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194458,GC-2019-Q1-00033,E. Hofmann Plastics Inc.,Orangeville,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",812996,812996,5600000,9/17/18,3/31/22,The project is to accelerate the company's growth by implementing a series of automated and advanced thermoforming and injection compression molding processes to meet Industry 4.0 standards.,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194556,GC-2019-Q2-00018,Intellijoint Surgical Inc.,Kitchener,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814725,814725,4800000,4/3/19,6/30/22,"Intellijoint Surgical Inc. proposes a 3-year, $19.5 million project to further the commercialization of its HIP and KNEE products to additional markets in the U.S., Europe, Australia, and Canada","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2019/20 to 2022/23,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194548,GC-2019-Q2-00010,Maratek Environmental Inc.,Bolton,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814713,814713,750000,4/1/19,3/31/21,"The project supports adoption of lean manufacturing, inventory management, and enterprise resource planning systems, leasehold improvements, training, commercialization and marketing activities. .","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2019/20 to 2020/21,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194462,GC-2019-Q1-00037,Enviroplast Inc.,Vaughan ,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814524,814524,3000000,1/22/19,3/31/21,The project is to establish a First-in-Canada plastic recycling plant in Vaughan by adopting state-of-the-art automated equipment to transform post-consumer dirty plastics into food-grade resin.,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.","Project activity is taking place in the city of Vaughan, which is located in the York census division in southern Ontario.",Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194546,GC-2019-Q2-00008,Newton Group Ltd,Guelph,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814593,814593,2500000,4/1/19,3/31/21,"Addition of 40,000 sf of manufacturing plant + automated equipment processing lines, moulds and other machinery supplied and installed. Resulting in manufacturing capacity needed for new product.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2019/20 to 2020/21,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194431,GC-2019-Q1-00006,2247260 Ontario Ltd,Windsor,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",512208,512208,4000000,6/12/18,9/20/20,"This is a capacity and capability enhancement project, which includes investments in leasehold improvements as well as the adoption of advanced manufacturing equipment and technologies.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194525,GC-2019-Q1-00099,Trio Bakery Inc.,Hamilton,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814616,814616,1069000,4/1/19,3/31/20,The project is to expand Trio's business to global markets by fully automating the burek production process,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194532,GC-2019-Q1-00106,Weever Apps Inc.,Hamilton,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814656,814656,500000,4/1/19,10/1/20,The project is to support the marketing and commercialization of its Process Manager software. Funding would primarily support the post-launch phase of the product.,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194533,GC-2019-Q1-00107,Wellington Perforated Sheet & Plate Inc.,Fergus,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814644,814644,1471925,4/1/19,3/31/23,The project is for the adoption of leading edge technology such as a laser cutter and a 500-ton advanced perforating press.,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194545,GC-2019-Q2-00007,Hawk Plastics Ltd,Windsor,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814575,814575,880372,4/1/19,7/31/22,"The project includes adoption of leading-edge and advanced production technologies, and the addition of 8,000 square foot facility for production purposes.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2019/20 to 2022/23,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194539,GC-2019-Q2-00001,Florentina Foods Ltd.,North York (Toronto),Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814587,814587,2000000,2/6/19,3/31/21,Enhancing production capacity & capability to pursue growth opportunities through investment in production equipment at the company's new facility in Orangeville.,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2018/19 to 2020/21,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194544,GC-2019-Q2-00006,Pancap Pharma Inc.,Windsor,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814731,814731,3500000,4/4/19,12/31/23,"The project supports facility upgrades, advanced manufacturing equipment purchases and installations, facility and equipment regulatory validations, and export sales growth.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2019/20 to 2023/24,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194510,GC-2019-Q1-00084,SSIMWAVE,Waterloo,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",512254,512254,4232550,4/1/19,3/31/21,"The project is to scale up production of SSIMWAVE’s award-winning artificial intelligence enabled technology, optimize its product capabilities, and diversify its product offerings. ","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194543,GC-2019-Q2-00005,Microbix Biosystems Inc.,Mississauga,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",813647,813647,2752500,4/1/19,12/31/23,"The project is to establish a state of the art biotechnology facility to expand Microbix' Quality Assessment product lines, and to adopt a high-efficiency production process for more antigens.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2018/19 to 2023/24,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194540,GC-2019-Q2-00002,Terra Cotta Foods Ltd,Georgetown,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814592,814592,534858,4/1/19,3/31/20,The purpose of this project is to accelerate the company?s growth by upgrading its food manufacturing facility in Georgetown with advanced manufacturing equipment,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2018/19 to 2019/20,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194542,GC-2019-Q2-00004,Pillar5 Pharma Inc.,Arnprior,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",812642,812642,6179750,6/12/18,3/31/23,"The project involves upgrading manufacturing equipment and facility to allow the company expand its product offering, manufacturing capabilities.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2018/19 to 2022/23,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194541,GC-2019-Q2-00003,HT Productions Inc.(o/a Whitebird),Hamilton,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814578,814578,3921750,2/4/19,12/31/22,"Expanding our plant in Hamilton to enable us to export our packaging solutions to US markets, increase Canada's level of innovation in the packaging sector, and advance our e-commerce platform.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2018/19 to 2022/23,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194547,GC-2019-Q2-00009,SLACAN Industries Inc.,Brantford,Business Scale-Up,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814614,814614,2657200,2/15/19,12/31/21,"SLACAN will develop new capabilities for thermal diffusion galvanizing and wholly automated forging, both of which represent significant innovations in our industry.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",Agreement Type is C 2018/19 to 2021/22,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194557,GC-2019-Q2-00019,Kingston Automation Technology Inc.,Kingston,Business Scale-Up ,"To accelerate the growth of firms and assist with the adoption and adaptation of new, innovative technologies that support scale-up, productivity, development of and entry into new markets to help companies become globally competitive.",814693,814693,2677500,3/22/19,12/31/21,"KAT aims to commercialize its innovative, patented technology for blow-molded aluminum bottles, providing food and beverage companies with unique packaging for their products.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194494,GC-2019-Q1-00068,Prince Edward/Lennox & Addington Community Futures Dev Corp,Picton,CED & Diversification,"To develop, diversify and transform local economies by promoting small business development, community innovation and strategic collaborations.",814684,814684,750000,4/1/19,3/31/21,The project is to transition traditional SMEs to Industry 4.0 by investing in innovation; support high-potential enterprises and organizations advancing ec. dev.; and build capacity to access the social finance market.,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194497,GC-2019-Q1-00071,Renfrew County Community Futures Development Corporation,Renfrew,CED & Diversification,"To develop, diversify and transform local economies by promoting small business development, community innovation and strategic collaborations.",814626,814626,750000,4/1/19,3/31/21,"The project is to transition 40 traditional SMEs to Industry 4.0 through investment in innovation, and 5 organizations supportive of business growth, driving economic development and diversification in Renfrew County.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194467,GC-2019-Q1-00042,Frontenac Community Futures Development Corporation,Harrowmsith,CED & Diversification,"To develop, diversify and transform local economies by promoting small business development, community innovation and strategic collaborations.",814677,814677,750000,4/1/19,3/31/21,The project is to transition traditional SMEs to the increasingly technological world in which they are competing through investment in scale up and/or innovation. ,"To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194507,GC-2019-Q1-00081,South Lake Community Futures Development Corporation,Keswick,CED & Diversification,"To develop, diversify and transform local economies by promoting small business development, community innovation and strategic collaborations.",814636,814636,750000,4/1/19,3/31/21,"The project is to transition 40 traditional SMEs to Industry 4.0 through investment in innovation, and 5 organizations supportive of business growth, driving economic development and diversification in our catchment.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194477,GC-2019-Q1-00052,Kawartha Lakes Community Future Development,Lindsay,CED & Diversification,"To develop, diversify and transform local economies by promoting small business development, community innovation and strategic collaborations.",814627,814627,750000,4/1/19,3/31/21,"The project is to support traditional SMEs for business scale up and productivity, technology advancements, exporting opportunities, community diversification and transitioning to Industry 4.0.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194474,GC-2019-Q1-00049,Haliburton County Development Corporation,Haliburton,CED & Diversification,"To develop, diversify and transform local economies by promoting small business development, community innovation and strategic collaborations.",814647,814647,750000,4/1/19,3/31/21,"The project is to support 16 SMEs to transition into substantive innovators and 2 organizations engaged in supporting business growth, driving economic development and diversification in Haliburton County.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
194472,GC-2019-Q1-00047,Grenville Community Futures Development Corporation,Prescott,CED & Diversification,"To develop, diversify and transform local economies by promoting small business development, community innovation and strategic collaborations.",814640,814640,750000,4/1/19,3/31/21,"The project is to transition traditional SMEs to Industry 4.0 through investment in innovation, and 5 organizations supportive of business growth, driving economic development and diversification in Grenville.","To achieve one or more of the following departmental results, i) Businesses in southern Ontario invest in the development and commercialization of innovative technologies, ii) Businesses in southern Ontario are innovative and growing; and iii) Communities are economically diversified in southern Ontario.",,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
