,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
93691,086-2019-2020-Q1-00131,Nlaka'pamux Nation Tribal Council|Nlaka'pamux Nation Tribal Council,Lytton|Lytton,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-190414,100963,4/3/19,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93720,086-2019-2020-Q1-00162,Central Coast Indigenous Resource Alliance Society (Ccira)|Central Coast Indigenous Resource Alliance Society (Ccira),Campbell River|Campbell River,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-190409,428000,5/14/19,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
94007,086-2019-2020-Q2-00164,Wolastoqey Nation In New Brunswick I Wolastoqey Nation In New Brunswick,Fredericton|Fredericton,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197004,58261,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93692,086-2019-2020-Q1-00132,Okanagan Nation Alliance|Okanagan Nation Alliance,Westbank|Westbank,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-170418,1069376,7/17/17,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
94006,086-2019-2020-Q2-00163,Ktunaxa Nation Council Society (on Behalf of Canadian Columbia River Inter-Tribal Fisheries Commission) I Ktunaxa Nation Council Society (on Behalf of Canadian Columbia River Inter-Tribal Fisheries Commission),Cranbrook|Cranbrook,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-190424,120000,7/10/19,3/31/23,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93901,086-2019-2020-Q2-00058,Akaitcho Territory Government I Akaitcho Territory Government,Fort Resolution|Fort Resolution,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191011,200000,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93715,086-2019-2020-Q1-00155,Secretariat of the Haida Nation|Secretariat of the Haida Nation,Masset|Masset,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-190407,302500,6/14/19,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
94039,086-2019-2020-Q2-00206,Secretariat of The Haida Nation I Secretariat of The Haida Nation,Masset|Masset,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-190407,342917,6/14/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93710,086-2019-2020-Q1-00151,Nicola Tribal Association - FRAFS|Nicola Tribal Association - FRAFS,Merritt|Merritt,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-180425,1319200,7/10/18,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93984,086-2019-2020-Q2-00142,Passamaquoddy Recognition Group Inc I Passamaquoddy Recognition Group Inc,St Stephen|St Stephen,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197002,41806,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94145,086-2019-2020-Q2-00308,Shuswap Nation Tribal Council on Behalf of Secwepemc Fisheries Commission I Shuswap Nation Tribal Council on Behalf of Secwepemc Fisheries Commission,Kamloops|Kamloops,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-170413,1469362.5,6/30/17,3/31/21,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93704,086-2019-2020-Q1-00144,Skeena Fisheries Commission|Skeena Fisheries Commission,Kispiox|Kispiox,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-190403,854032,5/2/19,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93580,086-2019-2020-Q1-00024,The Maritimes Aboriginal Peoples Council/MAARS Secretariat|The Maritimes Aboriginal Peoples Council/MAARS Secretariat,Truro Heights|Truro Heights,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191003,425000,4/1/19,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93681,086-2019-2020-Q1-00114,Island Marine Aquatic Working Group|Island Marine Aquatic Working Group,Chemainus|Chemainus,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-180504,668700,4/1/18,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93738,086-2019-2020-Q1-00179,Shuswap Nation Tribal Council on behalf of Secwepemc Fisheries Commission|Shuswap Nation Tribal Council on behalf of Secwepemc Fisheries Commission,Kamloops|Kamloops,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-170413,1464000,6/30/17,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93850,086-2019-2020-Q2-00006,Agence Mamu Innu Kaikusseht I Agence Mamu Innu Kaikusseht,Sept-Iles|Sept-Iles,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197003,85603,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94092,086-2019-2020-Q2-00254,Kitselas First Nation I Kitselas First Nation,Terrace|Terrace,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197010,130279,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93844,086-2019-2020-Q2-00028,Gitxaala Nation I Gitxaala Nation,Prince Rupert|Prince Rupert,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197007,159720,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94025,086-2019-2020-Q2-00184,Confederacy of Mainland Mi'kmaq I Confederacy of Mainland Mi'kmaq,Truro|Truro,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191004,747375,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93928,086-2019-2020-Q2-00084,Atlantic Policy Congress of First Nations Chiefs Secretariat Inc. I Atlantic Policy Congress of First Nations Chiefs Secretariat Inc.,Dartmouth|Dartmouth,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191010,498758,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93872,086-2019-2020-Q2-00030,Maliseet Nation Conservation Council I Maliseet Nation Conservation Council,Fredericton|Fredericton,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191009,678175,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93849,086-2019-2020-Q2-00005,Tsawwassen First Nation I Tsawwassen First Nation,Tsawwassen|Tsawwassen,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197000,198966,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94086,086-2019-2020-Q2-00248,Dehcho First Nations I Dehcho First Nations,Fort Simpson|Fort Simpson,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191005,400000,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94072,086-2019-2020-Q2-00233,Metlakatla Stewardship Society I Metlakatla Stewardship Society,Prince Rupert|Prince Rupert,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197011/1,276675,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93853,086-2019-2020-Q2-00009,Mi'kmaq Confederacy of PEI I Mi'kmaq Confederacy of PEI,Summerside|Summerside,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191008,555058,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94087,086-2019-2020-Q2-00249,Skeena Fisheries Commission I Skeena Fisheries Commission,Kispiox|Kispiox,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197001,20000,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93571,086-2019-2020-Q1-00015,North Shore Micmac District Council Inc.|North Shore Micmac District Council Inc.,Eel Ground|Eel Ground,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191002,793575,4/1/19,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93944,086-2019-2020-Q2-00099,Q'ul-Lhanumutsun Aquatic Resources Society I Q'ul-Lhanumutsun Aquatic Resources Society,Chemainus|Chemainus,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,F1580-190423,140000,7/24/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
94112,086-2019-2020-Q2-00275,Association De Gestion Halieutique autochtone Mi'kmaq Et Malécite (Aghamm) I Association De Gestion Halieutique autochtone Mi'kmaq Et Malécite (Aghamm),Gesgapegiag|Gesgapegiag,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191006,540446,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93573,086-2019-2020-Q1-00017,Gespe'gew'ag Mi'gmaq Resource Council|Gespe'gew'ag Mi'gmaq Resource Council,Listuguj|Listuguj,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-191001,419670,4/1/19,,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
94052,086-2019-2020-Q2-00210,North Shore Micmac District Council Inc I North Shore Micmac District Council Inc,Eel Ground|Eel Ground,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197005,77156,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94155,086-2019-2020-Q2-00318,Tsleil Waututh First Nation I Tsleil Waututh First Nation,North Vancouver|North Vancouver,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197006,200812,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93871,086-2019-2020-Q2-00029,Lax Kw'alaams Fishing Enterprises Ltd I Lax Kw'alaams Fishing Enterprises Ltd,Prince Rupert|Prince Rupert,Aboriginal Aquatic Resource and Oceans Management Program,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",,FP860-197008,200780,4/1/19,3/31/20,"Support Indigenous groups as they develop, grow and maintain aquatic resource and oceans management departments that can provide fisheries, habitat, science, and oceans related services along a watershed.",Improved relationships with and outcomes for Indigenous people,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
93698,086-2019-2020-Q1-00138,Okanagan Nation Alliance|Okanagan Nation Alliance,Westbank|Westbank,Aboriginal Fisheries Strategy - Negotiation and Implementation of Fisheries Agreements,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",,F1580-170738,789300,4/1/17,,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93697,086-2019-2020-Q1-00137,Homalco First Nation|Homalco First Nation,Campbell River|Campbell River,Aboriginal Fisheries Strategy - Negotiation and Implementation of Fisheries Agreements,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",,F1580-180714,448920,4/1/18,,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
93930,086-2019-2020-Q2-00086,Pecheries Shipek S.E.C. I Pecheries Shipek S.E.C.,Ekuanitshit (Mingan)|Ekuanitshit (Mingan),Aboriginal Fisheries Strategy - Negotiation and Implementation of Fisheries Agreements,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",,F3732 35434 19-20,85000,7/15/19,3/31/20,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
94148,086-2019-2020-Q2-00311,Tobique Band I Tobique Band,Tobique First Nation|Tobique First Nation,Aboriginal Fisheries Strategy - Negotiation and Implementation of Fisheries Agreements,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",,F4652-190003,697000,4/1/19,3/31/21,"Provide for the management of communal food, social and ceremonial (FSC) fisheries within integrated management systems that support sustainability and conservation of fisheries resources",Improved relationships with and outcomes for Indigenous people,,Fisheries and Oceans Canada | Pêches et Océans Canada
