,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
39735,GC-2018-Q2-0030,Ulukhaktok Community Corporation,Ulukhaktok,Community Infrastructure Program,,,,298800,9/27/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39768,GC-2018-Q4-0010,Selkirk First Nation|Première Nation Selkirk,Pelly Crossing,Community Infrastructure Program,,,,75000,2/5/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39745,GC-2018-Q3-0009,Biathlon Yukon,Whitehorse,Community Infrastructure Program,,,,54317,11/1/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39708,GC-2018-Q2-0003,Baffin Regional Chamber of Commerce|Chambre de Commerce Régionale de Baffin,Iqaluit,Community Infrastructure Program,,,,102674,7/11/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39706,GC-2018-Q2-0001,Tr'ondek Hwech'in,Dawson City,Community Infrastructure Program,,,,258521,7/11/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39730,GC-2018-Q2-0025,Ross River First Nation|Première Nation de Ross River,Ross River,Community Infrastructure Program,,,,40278,8/29/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39757,GC-2018-Q3-0020,Town of Norman Wells|Ville de Norman Wells,Norman Wells,Community Infrastructure Program,,,,199756,12/18/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39727,GC-2018-Q2-0022,Yellowknives Dene First Nation|Première Nation des Dénés Yellowknives,Yellowknife,Community Infrastructure Program,,,,36120,8/21/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39747,GC-2018-Q3-0011,Town of Watson Lake|Ville de Watson Lake,Watson Lake,Community Infrastructure Program,,,,38400,11/8/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39798,GC-2018-Q4-0042,Town of Faro|Ville de Faro,Faro,Community Infrastructure Program,,,,71977.63,3/19/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39724,GC-2018-Q2-0019,Tlichq Leagia Ts'iili Kq,Behchoko,Community Infrastructure Program,,,,315000,8/16/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39720,GC-2018-Q2-0015,Dana Naye Ventures,Whitehorse,Community Infrastructure Program,,,,1383098,8/9/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39753,GC-2018-Q4-0037,Hamlet of Cambridge Bay|Hameau de Cambridge Bay,Cambridge Bay,Community Infrastructure Program,,,,120150,3/15/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39712,GC-2018-Q2-0007,Yukon College|Collège du Yukon,Whitehorse,Community Infrastructure Program,,,,100000,7/17/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39716,GC-2018-Q2-0011,Peter's Expediting Ltd,Baker Lake,Community Infrastructure Program,,,,63500,7/31/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39765,GC-2018-Q4-0007,City of Whitehorse|Ville de Whitehorse,Whitehorse,Community Infrastructure Program,,,,120000,1/17/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39777,GC-2018-Q4-0020,Municipality of Rankin Inlet|Municipalité de Rankin Inlet,Iqaluit,"Community Infrastructure Program, Community Readiness Opportunities Planning",,,,40000,2/19/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39749,GC-2018-Q3-0013,Ross River First Nation|Première Bation de Ross River,Ross River,"Community Infrastructure Program, Community Readiness Opportunities Planning",,,,46000,11/9/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39796,GC-2018-Q4-0040,Nunavut Fisheries and Marine Training Consortium,Iqaluit,"Community Infrastructure Program, Community Readiness Opportunities Planning",,,,530323,3/16/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39710,GC-2018-Q2-0005,Children First Society,Inuvik,"Community Infrastructure Program, Community Readiness Opportunities Planning",,,,36000,7/12/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39786,GC-2018-Q4-0029,Liard First Nation|Première Nation Liard,Watson Lake,"Community Infrastructure Program, Community Readiness Opportunities Planning",,,,103425,3/6/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39771,GC-2018-Q4-0013,Aurora College|Collège Aurora,Inuvik,"Community Infrastructure Program, Northern Adult Basic Education Program",,,,1683337,2/7/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39779,GC-2018-Q4-0022,Government of Yukon|Gouvernment du Yukon,Whitehorse,"Community Infrastructure Program, Strategic Investments in Northern Economic Development Capacity Development, Strategic Investments in Northern Economic Development Growth and Diversification, Targeted Investment Program",,,,175096,2/26/18,,Description (English),,"Restatement of Award: Total value of award changed from $215,000.00 to $175,096.00.",Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39714,GC-2018-Q2-0009,Town of Hay River|Ville de Hay River,Hay River,"Community Infrastructure Program, Strategic Investments in Northern Economic Development Growth and Diversification",,,,300000,7/21/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39784,GC-2018-Q4-0027,Vuntut Gwitchin First Nation|Première Nation Vuntut Gwitchin,Old Crow,"Community Infrastructure Program, Strategic Investments in Northern Economic Development Innovation",,,,497200,3/6/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39820,GC-2017-Q1-0004,Yukon First Nations Culture and Tourism Association|Association de la Culture et du Tourisme des Premières Nations du Yukon,Whitehorse,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Market Readiness Development Initiative,1617-CN-000034,-50000,4/1/16,3/31/19,Negative agreement budget amendment - Connecting Yukon First Nations to economic opportunities in Yukon's culture and tourism sectors.,First Nations in the Yukon will be better able to capitalize on the economic opportunities in the arts and crafts and tourism sectors.,"Restatement of Award: The total award value of $933,000.00 reported in a previous quarter has been reduced by this Amendment.",Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39817,GC-2019-Q1-0007,Nunavut Economic Developers Association,Iqaluit,Community Readiness Opportunities Planning,,,,306696,4/1/18,,Development and delivery of made-in-Nunavut CEDO certification courses and the organization and delivery of the CEDO Annual General Training Conference.,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39821,GC-2018-Q1-0007,Jean Marie Development Corporation Ltd.|Socitété de Développement Jean Marie,Jean Marie River,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Sawmill Commissioning,1718-CN-000039,20000,4/28/17,3/31/19,Sawmill Commissioning Project in order to provide a fully functional sawmill and to aid the community in initiating a residual black wood harvest.,To have an operational sawmill producing mrketable products and creating local employment,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39816,GC-2019-Q1-0006,Municipality of Cape Dorset,Cape Dorset,Community Readiness Opportunities Planning,,,,165535,4/1/18,,Preparation of the opening of the Kenojuak Cultural Centre.,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39814,GC-2019-Q1-0004,Inuit Heritage Trust,Iqaluit,Community Readiness Opportunities Planning,,,,150000,4/1/18,,"The archaeological excavation, reconstruction and documentation of an ancient winter dwelling (Qammaq) located at Qaummaarviit Territorial Park.",,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39809,GC-2018-Q1-0005,Nunavut Fisheries Association,Iqaluit,Community Readiness Opportunities Planning,,,,1800000,4/1/17,,"1) Inshore exploratory fisheries near Grise Fiord; 2) Offshore Ocean Tracking Network acoustic monitoring; 3) Optimization of turbot potting technology, and; 4) The offshore exploratory porcupine crab fishery.",,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39812,GC-2019-Q1-0002,Hamlet of Tulita,Tulita,Community Readiness Opportunities Planning,,,,79957,4/1/18,,Bear River Campground in Tulita,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39797,GC-2018-Q4-0041,North Yukon Renewable Resources Council|Conseil des Ressources Renouvelables du Nord du Yukon,Old Crow,Community Readiness Opportunities Planning,,,,67718,3/16/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39811,GC-2018-Q3-0021,Rat River Development Corporation,Fort McPherson,Community Readiness Opportunities Planning,,,,28000,9/14/17,,Forest Management Opportunities in Fort McPherson,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39810,GC-2018-Q1-0006,Inuvialuit Regional Corporation,Inuvik,Community Readiness Opportunities Planning,,,,171600,6/16/17,,Beaufort Delta Regional Energy Study,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39808,GC-2018-Q1-0004,Ulukhaktok Community Corporation,Uluhaktok,Community Readiness Opportunities Planning,,,,137600,4/1/17,,Kayutak Centre Expansion,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39806,GC-2017-Q3-0001,Hamlet of Tuktoyaktuk,Tuktoyaktuk,Community Readiness Opportunities Planning,,,,20800,12/1/16,,Tuktoyaktuk Community Highway Readiness Project,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39805,GC-2017-Q1-0003,Gjoa Haven Hunters and Trappers Association,Gjoa Haven,Community Readiness Opportunities Planning,,,,146848,4/1/16,,Conducting the research required  to acquire a commercial fisheries licence from the Department of Fisheries and Oceans.,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39804,GC-2015-Q4-0001,Inuvialuit Community Economic Development Organization,Inuvik,Community Readiness Opportunities Planning,,,,550000,2/25/15,,Regional Opportunities Readiness Initiative,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39802,GC-2018-Q4-0046,Hamlet of Tuktoyaktuk|Hameau de Tuktoyaktuk,Tuktoyaktuk,Community Readiness Opportunities Planning,,,,351200,3/29/18,,Description (English),,"Restatement of Award: Total value of award changed from $372,000.00 to $351,200.00.",Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39801,GC-2018-Q4-0045,Council of Yukon First Nations|Conseil des Premières Nations du Yukon,Whitehorse,Community Readiness Opportunities Planning,,,,153482,3/28/18,,Description (English),,"Restatement of Award: Total value of award changed from $166,934.00 to $153,482.00.",Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39800,GC-2018-Q4-0044,Inuit Art Foundation|Fondation de l'Art Inuit,Toronto,Community Readiness Opportunities Planning,,,,36750,3/22/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39799,GC-2018-Q4-0043,Rat River Development Corporation,Fort McPherson,Community Readiness Opportunities Planning,,,,56000,3/22/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39813,GC-2019-Q1-0003,Pehdzeh Ki First Nation,Wrigley,Community Readiness Opportunities Planning,,,,31791,4/1/18,,Pehzeh Ki First Nation Campground and Tourism Site Development,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39795,GC-2018-Q4-0039,Da Daghay Development Corporation,Whitehorse,Community Readiness Opportunities Planning,,,,140000,3/15/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39844,GC-2019-Q3-0002,Nunavut Inuit Wildlife Secretariat,Rankin Inlet,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Hunters and Trappers Organizations Capacity Building,1819-CN-000019,216000,10/1/18,3/31/20,"Upgrade accounting, governance and Human resources procedures and manuals by providing human resources and accounting training.","An extensive training program and updated manuals for governance, accounting and human resources in three languages.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39832,GC-2019-Q1-0017,Deton'Cho Corporation,Yellowknife,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Capacity Building Program,1819-CN-000046,300000,4/1/18,3/31/21,"The project seeks to develop five qualified community members by placing them in strategic roles within the development corporation’s management structure, with progression to leadership positions.","Increase the capacity of community members to move into progressively more responsible roles within the community's group of companies, as well as improve the employment rate in the communities.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39887,1819-CN-000080,8648 - QAGGIAVUUT SOCIETY,IQALUIT,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Qaggiq Technical Arts Training,1819-CN-000080,203750,7/23/18,3/31/19,"The purpose of the project is to provide funding for technical skills training and mentorship for: lighting, sound, video editing, camera, set and costume design, stage management and arts management.","Expected results include 20 new job-ready performing artists and maintaining four (4) FTEs, as well as supporting the upward trend of job creation in the performing arts sector across Nunavut.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39886,1819-CN-000077,8586 - YUKON FIRST NATION CHAMBER OF COMMERCE,WHITEHORSE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Arctic Indigenous Investment Conference 2019,1819-CN-000077,74875,2/1/19,3/31/19,"Hosting the Arctic Indigenous Investment Conference (AIIC 2019) in Whitehorse, Yukon from February 12th-14th, 2019",Indigenous Development Corporations and Businesses will have an opportunity to pitch new ideas or projects to industry or government.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39883,1819-CN-000086,9668 - HAMLET OF TALOYOAK,TALOYOAK,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Community Economic Development Plan,1819-CN-000086,50000,2/1/19,3/31/19,To update Taloyoak's five year Community Economic Development Plan.,The project will provide the Hamlet with long-term community economic development strategies (e.g. investment attraction and business retention/expansion) along with an inventory of infrastructure and resources needed to support the priority economic sectors that will be outlined in the Plan.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39895,1819-CN-000087,9078 - INUVIALUIT REGIONAL CORPORATION,INUVIK,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,REGIONAL ECONOMIC STIMULUS STRATEGY PROJECT,1819-CN-000087,129500,2/27/19,3/31/20,The strategy will enable the Inuvialuit Regional Corporation to determine which sectors of their economy should be focused upon with respect to identifying investment opportunities for expansion and diversification purposes. The project is expected to help mitigate the negative impacts on the regional economy stemming from the ongoing decline in the oil and gas energy sector.,"As a result of the project, the Inuvialuit Regional Corporation will have identified the key potential anchor investments, likely infrastructure, which will have the best chance of attracting investment and further economic development through secondary and tertiary industries in the Inuvialuit Settlement Region.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39881,1819-CN-000090,7615 - HAMLET OF ARVIAT,ARVIAT,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Heavy Equipment Operator Training,1819-CN-000090,506545,3/1/19,3/31/19,Purchase of two pieces of heavy equipment machinery for use in the Hamlet’s heavy equipment operator training program.,The purchase of dedicated heavy equipment machinery for the HEO training program will provide students with access to more varied practical experience and equipment operation.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39878,1819-CN-000081,3699 - HAMLET OF KUGLUKTUK,KUGLUKTUK,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Kugluktuk Community Greenhouse,1819-CN-000081,45098,12/19/18,3/31/19,To receive training to operate an Arctic weather compatible commercial scale hydroponic greenhouse,The project will result in 8 part-time employment jobs and the production of produce for local sale to the Kugluktuk Co-op.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39876,1516-CN-000043,3632 - JEAN MARIE DEVELOPMENT CORPORATION LTD.,JEAN MARIE RIVER,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,MANAGEMENT AND PLANNING SESSIONS,1516-CN-000043,57576,4/1/15,3/31/19,Improving economic development opportunities in the region by increasing coordination and improving management skills within the various Gwich’in development corporations.,Gwich’in communities will have improved management capacity as well increased level of coordination between themselves which will result in increased business and employment opportunities for Gwich’in beneficiaries.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39899,1617-CN-000034,9150 - YUKON FIRST NATIONS CULTURE AND TOURISM ASSOCIATION,WHITEHORSE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Market Readiness Development Initiative,1617-CN-000034,40000,4/1/16,3/31/19,Connecting Yukon First Nations to economic opportunities in Yukon's culture and tourism sectors.,First Nations in the Yukon will be better able to capitalize on the economic opportunities in the arts and crafts and tourism sectors.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39900,1819-CN-000091,9178 - BAFFIN FISHERIES COALITION,Iqaluit,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Clyde River Hunters and Trappers Association Developments,1819-CN-000091,100000,3/1/19,3/31/21,A project to assist with the construction of a new Hunters and Trappers Association building and a community freezer in support of inshore turbot and arctic char commercial fishery activities in Clyde River.,A facility that will include office space for the Hunters and Trappers Association to administer the fishery activities and a Canada Food Inspection Agency approved fish processing space and freezer.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39873,1819-CN-000075,3493 - TLICHO GOVERNMENT,RAE-EDZO,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,TLICHO-FORTUNE IBA NEGOTATIONS FOR THE NICO MINE,1819-CN-000075,76158,11/10/18,3/31/19,The Tlicho Government will undertake negotiations with Fortune Minerals Limited for the purpose of signing an Impacts and Benefits Agreement to maximize community participation in the proposed NICO mine.,"An agreement that includes meaningful provisions for employment, training, contracting and business development to maximize benefits from the proposed mining project for the Tlicho communities.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39901,1718-CN-000055,0500 - KWANLIN DUN FIRST NATION,WHITEHORSE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Land Adminisatration Management System,1718-CN-000055,135000,10/31/17,3/31/20,Establish a GIS repository for lands that will be accessible as a database and website as an important component of the Land Administration Management System.,This is a requirement to implement KDFN's Lands and Resources Act,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39870,1819-CN-000092,9178 - BAFFIN FISHERIES COALITION,Iqaluit,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Kimmirut Community Fish Smoker,1819-CN-000092,65000,3/1/19,3/31/20,"A project to establish an artisanal smoked arctic char enterprise and make repairs to the local community freezer in Kimmirut, Nunavut.","The project will allow the members of the Kimmirut HTA to receive training to operate two commercial smokers located in the community and to prepare fish according to market standards, including the process of handling, smoking and packaging arctic char.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39869,1819-CN-000089,3445 - NUNAVUT FISHERIES AND MARINE TRAINING CONSORTIUM,IQALUIT,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Nunavut Fisheries & Marine Training Consortium Expansion,1819-CN-000089,448000,3/1/19,3/31/20,"Expand their curriculum by increasing the number of classrooms by 3 and re-locating
their off-site bridge deck simulator equipment onto their campus.",Construct 3 new classrooms and space to install the Bridge Deck Simulator and the emergency escape lifeboat.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39868,1718-CN-000072,3445 - NUNAVUT FISHERIES AND MARINE TRAINING CONSORTIUM,IQALUIT,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Yukon Culinary Development Initiative,1718-CN-000072,140645,4/1/17,3/31/19,"This initiative will focus on strengthening ties and communication between tourism and agriculture sectors in order to increase the amount of local food available for tourists, thereby supporting both the tourism and agricultural sector.",This project will result in the creation of a strategic plan developed in consultation with local stakeholders including farmers and restaurant operators to enhance culinary tourism in the Yukon.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39908,1920-CN-000002,3753 - NUNAVUT FILM,IQALUIT,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Develop a 5-year Strategic Plan,1920-CN-000002,122006,4/1/19,3/31/20,Develop a five year strategic plan,Will have a plan to guide the organization for the next five years.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39861,1819-CN-000088,3000 - NATIVE COMMUNICATIONS SOCIETY OF THE N.W.T.,YELLOWKNIFE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,CKLB RADIO EQUIPMENT TECHNOLOGY UPGRADE,1819-CN-000088,115200,3/4/19,3/31/20,Upgrade satellite communication infrastructure from MPEG-2 to MPEG-4,"As a result of the project, NCS will have upgraded satellite receiving equipment, allowing CKLB Radio to continue to provide Indigenous languages broadcasts to northern communities and remain an important part of northern Indigenous peoples’ culture.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
